5.249566157073388240e+03,8.719662129225821956e-02,3.653712325044290537e+03,1.712381541728973389e-01,1.620711038579003420e+06,2.328008436469537062e-03,1.562336477074119321e+05,4.587923642247915268e-03,2.679673494297592828e+00,5.245442933719783873e+00,1.710084181687462568e+00,3.587227816357655197e+00,5.562700271606445312e+01,2.944684791564941406e+01,-3.208197832107543945e+00,3.387916183471679688e+01,1.158448505401611328e+01,1.662656593322753906e+01,5.874802112579345703e+00,7.898139953613281250e+00,-6.224531173706054688e+00,9.993313789367675781e+00,5.698788166046142578e+00,1.309402656555175781e+01,-1.860246181488037109e+00
9.597773575310683327e+02,4.555665960293555639e-01,1.397808862064144932e+03,1.145285516977310181e-01,1.609323662995058658e+04,2.547214718667600852e-02,1.703624397412166218e+04,1.070784288458526134e-03,1.663485109268241668e+00,2.496095535304428292e+00,1.369263392058807094e+00,1.943390354339339821e+00,1.254386234283447266e+01,1.164645385742187500e+02,-4.893453121185302734e+00,-9.278618730604648590e-03,1.009873008728027344e+01,-6.428632736206054688e+00,6.206298470497131348e-01,4.042528629302978516e+00,-1.050240039825439453e+00,4.504060745239257812e+00,8.092777252197265625e+00,1.926762938499450684e+00,1.200942754745483398e+00
4.168396211422942201e+02,1.914968033276510384e-01,1.031923334184998339e+03,8.320828527212142944e-02,6.683565102308244968e+04,4.571424059438615461e-02,7.687226705664832843e+04,2.632549265399575233e-03,2.484448180617268687e+00,6.643059389699982553e+00,2.038415024582069801e+00,3.973678430397777461e+00,-6.521834564208984375e+01,1.195880737304687500e+02,1.513043308258056641e+01,9.864521980285644531e+00,2.542933464050292969e+01,-1.877478837966918945e+00,-2.138446617126464844e+01,3.417311191558837891e+00,2.621283912658691406e+01,8.340050697326660156e+00,-1.446448421478271484e+01,-1.120762729644775391e+01,-2.058415412902832031e+00
5.131026920509805223e+01,1.332067668751267184e-02,5.673394077208191675e+02,1.985763013362884521e-02,9.421745625531219730e+02,1.653637927023878136e-03,6.321287753227350186e+04,4.609181487467139959e-04,4.204878048780487987e+00,2.862441363305182662e+01,3.234728939578348506e+00,1.008042259513755923e+01,-1.648544158935546875e+02,8.295429229736328125e+01,5.823432922363281250e+01,4.295056915283203125e+01,2.944901466369628906e+01,1.835669136047363281e+01,1.135592555999755859e+01,6.497175693511962891e+00,4.357893943786621094e+00,3.692649364471435547e+00,3.238682746887207031e+00,3.051033258438110352e+00,2.839709758758544922e+00
3.978673362362139869e+02,1.390592324647483002e-01,1.558483490759173037e+03,6.967266649007797241e-02,9.577782974177795404e+04,2.331290718800708636e-02,1.458787896010135883e+05,4.014248959720134735e-03,3.036738802214393296e+00,6.305041291973833673e+00,1.606613785659915861e+00,5.470064451953080109e+00,-5.089917755126953125e+01,8.022676086425781250e+01,2.815157318115234375e+01,1.256728744506835938e+01,-3.991033554077148438e+00,-4.823480129241943359e+00,-1.052317142486572266e+01,4.643388748168945312e+00,-6.321445465087890625e+00,4.498889923095703125e+00,9.992400169372558594e+00,1.609615325927734375e+01,8.422197341918945312e+00
1.381622858595811067e+03,6.000008753674034023e-02,1.839972483184033536e+03,9.498991072177886963e-02,5.304076462106317282e+06,4.283007378299283525e-03,1.155437393866539467e+06,7.488597650080919266e-03,7.776739130434783043e+00,8.505413010996496936e+00,2.801697173798970208e+00,7.102421852756184428e+00,-4.413722610473632812e+01,7.763246154785156250e+01,2.527498054504394531e+01,2.254319000244140625e+01,-6.151710033416748047e+00,1.308493041992187500e+01,8.552597999572753906e+00,1.193379783630371094e+01,1.286235904693603516e+01,1.175011539459228516e+01,1.856787204742431641e-01,4.977837562561035156e+00,-6.064472794532775879e-01
5.178082191780822541e+02,1.587590472897147109e-01,1.253564613147049840e+03,7.584047317504882812e-02,1.416358865098774550e+05,5.204706306895029444e-02,6.960868152660666965e+04,1.708758645690977573e-03,6.750000000000000000e+00,1.144146302609948407e+01,1.713317898323409860e+00,4.623656860464385510e+00,-3.708018875122070312e+01,1.023059616088867188e+02,-2.000134086608886719e+01,2.263707733154296875e+01,2.945896148681640625e+01,1.379295730590820312e+01,1.143794536590576172e+01,1.268041849136352539e+00,-7.086880683898925781e+00,-1.492475223541259766e+01,-9.191238403320312500e+00,-1.502505689859390259e-01,-8.567327857017517090e-01
1.585161936242570846e+03,3.921178953273478651e-01,2.213756105217616550e+03,1.806467175483703613e-01,3.408802176617299556e+05,4.730094565437281684e-02,2.544536002444951155e+05,7.160952780395746231e-03,2.613276068969872856e+00,3.072907350240908109e+00,1.519491556115117215e+00,2.841116502884270645e+00,3.657635879516601562e+01,8.467408752441406250e+01,-2.187070608139038086e+00,1.288341164588928223e+00,-5.309527873992919922e+00,3.759830713272094727e+00,-4.235972881317138672e+00,7.207289695739746094e+00,2.187622308731079102e+00,3.267020463943481445e+00,2.690159320831298828e+00,4.267590999603271484e+00,4.727693557739257812e+00
3.329911324412802855e+02,2.235457848990380844e-02,1.213351474826042931e+03,7.032496482133865356e-02,1.569315540859428467e+06,1.382532746473946359e-03,7.000168423878388712e+05,8.154239505529403687e-03,4.004179194227299377e+01,2.941760653711708073e+01,4.740005682452130387e+00,1.210064566080405690e+01,-7.207782745361328125e+01,8.980653381347656250e+01,2.802781486511230469e+01,2.535755538940429688e+01,8.910780906677246094e+00,1.555150890350341797e+01,4.381217002868652344e+00,6.556880950927734375e+00,-1.654813170433044434e+00,8.445326685905456543e-01,3.173503160476684570e+00,3.886987924575805664e+00,4.701256275177001953e+00
3.412958872326224537e+03,7.153866531068482637e-02,3.634323066424431545e+03,1.347058713436126709e-01,8.518737351133467630e+06,3.484099114012341458e-02,5.085415951641978463e+05,1.863054558634757996e-02,3.932031857316768964e+00,2.799586510168558107e+01,1.660131837572545122e+00,1.426766805774982672e+01,3.373563766479492188e+01,3.364763641357421875e+01,1.012148952484130859e+01,2.427817726135253906e+01,8.975892066955566406e+00,1.663880348205566406e+01,1.141286182403564453e+01,9.175358772277832031e+00,3.581565141677856445e+00,4.423563957214355469e+00,-4.636414647102355957e-01,7.571730136871337891e+00,4.476355552673339844e+00
5.424371483965292100e+02,5.088708708227611399e-02,1.209397894372992596e+03,5.125570669770240784e-02,5.688141770876118680e+05,8.460504830296158851e-03,7.093323351945176546e+04,4.789717495441436768e-03,6.045773348098930633e+00,1.226276303427549053e+01,2.494830804092626142e+00,1.470355318239192854e+01,-5.455047225952148438e+01,9.253924560546875000e+01,-2.481438064575195312e+01,5.302527427673339844e+00,1.245627784729003906e+01,6.173706054687500000e-01,1.241267395019531250e+01,2.533128261566162109e+00,8.401343345642089844e+00,6.624564170837402344e+00,8.447176933288574219e+00,5.023002624511718750e+00,6.840884685516357422e+00
1.583860407462733804e+02,4.867512073970250291e-02,1.249754567900452685e+03,4.952833801507949829e-02,7.193970194990502932e+03,2.544222355945929912e-03,1.752241991759977827e+05,1.638361020013689995e-03,2.724399494310999259e+00,6.368230825866743494e+00,1.653066791265568991e+00,3.314000085143753882e+00,-8.283455657958984375e+01,9.022324371337890625e+01,5.031211471557617188e+01,3.190348434448242188e+01,1.939908027648925781e+01,1.104426479339599609e+01,6.740849494934082031e+00,4.073539733886718750e+00,3.344753742218017578e+00,2.891562938690185547e+00,2.761199951171875000e+00,2.190004587173461914e+00,2.021494626998901367e+00
8.889441566284208420e+02,8.586464631987245077e-01,2.405632449204782915e+03,8.112753182649612427e-02,2.371990021401408303e+05,5.971563184582920902e-01,1.438388233618054619e+04,2.114271512255072594e-03,1.844577092014866304e+00,5.282444382505977920e+00,1.162364412600817021e+00,3.394506239603377828e+00,-3.561874389648437500e+00,5.663204956054687500e+01,1.236032676696777344e+01,-9.895242691040039062e+00,-4.280793666839599609e+00,9.704668045043945312e+00,9.385853767395019531e+00,1.157049083709716797e+01,1.038795852661132812e+01,1.687311172485351562e+01,1.631432533264160156e+01,2.033477783203125000e+01,9.346571922302246094e+00
2.572902235056502604e+02,3.937132958247838849e-02,1.266249581523166171e+03,7.205548882484436035e-02,1.081914117453273066e+05,1.237948274502346634e-03,1.841986338791023300e+05,3.786678425967693329e-03,8.556247567146748167e+00,6.190053260813641600e+00,2.068964437679164714e+00,5.711031313423341693e+00,-6.391822433471679688e+01,9.658819580078125000e+01,2.364742088317871094e+01,2.394785881042480469e+01,9.665652275085449219e+00,8.243347167968750000e+00,8.720265388488769531e+00,-1.196032404899597168e+00,8.202954292297363281e+00,8.787858963012695312e+00,4.134612560272216797e+00,1.104098796844482422e+01,4.552587509155273438e+00
4.637947748148619098e+02,7.384666962779030952e-02,1.018942807894029102e+03,6.278549134731292725e-02,4.128639053826005547e+05,1.304368871133233972e-02,1.038309780692300847e+05,3.662661882117390633e-03,7.536103615758229957e+00,1.476747130927330609e+01,2.083051974944137186e+00,5.595421153573675532e+00,-5.664406585693359375e+01,1.111927566528320312e+02,-7.294526576995849609e+00,9.874866485595703125e+00,2.450995063781738281e+01,7.781735420227050781e+00,5.504912853240966797e+00,7.588816165924072266e+00,-1.191106042824685574e-03,3.583008050918579102e+00,3.910088777542114258e+00,-1.265776634216308594e+00,2.882466651499271393e-02
1.099691701363506354e+03,8.638822466340718986e-02,1.507860909761961466e+03,1.522214710712432861e-01,1.309969521361571271e+06,4.784179347945953682e-03,2.843666725364310551e+05,1.091682352125644684e-02,6.121267297887837522e+00,5.233434819258407700e+00,2.345433819667117614e+00,4.254425421985020606e+00,-8.407313346862792969e+00,9.931906127929687500e+01,-1.160163497924804688e+01,2.356785583496093750e+01,8.760381698608398438e+00,7.885471343994140625e+00,8.800543546676635742e-01,4.717018604278564453e+00,3.173738002777099609e+00,3.161329984664916992e+00,5.981342315673828125e+00,5.812177658081054688e+00,5.543974876403808594e+00
1.718668753774274592e+03,2.414176806169242295e-01,2.050298275041142006e+03,1.798545569181442261e-01,3.165930207834853791e+06,7.376185572804687396e-02,4.736336829254072509e+05,1.577480323612689972e-02,5.172050214079749075e+00,5.721053513243910871e+00,2.108887443136772344e+00,4.082977770615753954e+00,1.376060199737548828e+01,8.173723602294921875e+01,-1.039486408233642578e+01,2.553842544555664062e+01,-5.865712642669677734e+00,1.495539665222167969e+01,-1.270117521286010742e+00,7.088578224182128906e+00,5.287486076354980469e+00,2.371917009353637695e+00,1.357630610466003418e+00,2.400182485580444336e+00,6.373283863067626953e+00
4.494779582366589921e+02,1.623745600064973871e-01,1.012276753719459862e+03,5.628823861479759216e-02,1.618214537226580069e+04,2.007441547470912094e-02,1.369502760061401059e+05,1.117375795729458332e-03,1.920035638712551229e+00,4.551552637733122353e+00,2.325385375416738398e+00,5.946754809259366503e+00,-5.648975753784179688e+01,1.154531173706054688e+02,1.837060165405273438e+01,1.427509117126464844e+01,-5.679134845733642578e+00,-3.342106819152832031e+00,-5.914911270141601562e+00,-3.843009948730468750e+00,-3.753059864044189453e+00,6.355311870574951172e-01,6.377948284149169922e+00,7.240167617797851562e+00,7.683782577514648438e+00
4.125395702889108179e+03,1.057839042471684504e-01,3.041184920283357314e+03,2.028721868991851807e-01,6.672266597878365777e+06,1.238306163308611728e-02,5.137750744943021564e+05,2.190990373492240906e-02,2.395287036924682145e+00,5.727371787145455251e+00,1.495601531753630198e+00,5.026714856386438335e+00,2.674880218505859375e+01,4.317721939086914062e+01,-1.615723991394042969e+01,4.042910385131835938e+01,-4.018903255462646484e+00,2.264300918579101562e+01,-4.207174777984619141e+00,1.578269100189208984e+01,4.028996944427490234e+00,1.782872962951660156e+01,2.029520034790039062e+00,9.630041122436523438e+00,6.481942653656005859e+00
8.913970377904206543e+02,1.596552745208601187e-01,1.140167335103208643e+03,8.518064767122268677e-02,7.952096393889337196e+04,3.762696923450903341e-02,5.501286859316902701e+04,1.083791488781571388e-03,2.807659909024540656e+00,1.723423136983273452e+01,1.980358864230947979e+00,2.936048036723962973e+00,-2.583159255981445312e+01,1.261988983154296875e+02,-1.587438106536865234e+01,2.836400084197521210e-02,5.997843742370605469e+00,-5.119042396545410156e-01,8.799577355384826660e-01,5.015984058380126953e+00,1.314928650856018066e+00,-1.012169361114501953e+00,4.568345546722412109e+00,4.100180149078369141e+00,4.959188461303710938e+00
8.204136604900996872e+02,4.161348538639823569e-01,1.154685151328111033e+03,9.355136007070541382e-02,2.165009316585242050e+04,6.125250494584562333e-02,4.452894880017994001e+04,1.644671778194606304e-03,1.367502593202757577e+00,3.035900432318057618e+00,1.570573818365158747e+00,2.647859460598549486e+00,-1.363405513763427734e+01,1.224733276367187500e+02,-7.788704633712768555e-01,4.368652820587158203e+00,-7.990600109100341797e+00,1.961728215217590332e+00,-4.043425083160400391e+00,1.711671113967895508e+00,7.690019130706787109e+00,6.188478469848632812e+00,8.381157875061035156e+00,2.750918149948120117e+00,5.300114154815673828e+00
1.373863744716015844e+03,7.521596844052837183e-02,2.513604239374277313e+03,2.540605962276458740e-01,2.531363104273718782e+06,9.607676301506183625e-03,6.413994343251016689e+05,7.461034506559371948e-02,6.030388048824922187e+00,1.181509588787427667e+01,1.658164258099162680e+00,6.534308661292814513e+00,4.162715435028076172e+00,5.266058349609375000e+01,1.078882932662963867e+00,3.895623397827148438e+01,-1.311797618865966797e+00,2.302297592163085938e+01,2.904799699783325195e+00,1.339084434509277344e+01,4.156529426574707031e+00,8.523691177368164062e+00,7.045518398284912109e+00,4.202032089233398438e+00,5.190721511840820312e+00
7.324102914534532829e+02,1.803756413881536236e-01,1.139001074872805930e+03,1.443481296300888062e-01,2.046535159801828922e+04,3.264613793620963194e-03,3.678999311211793975e+04,2.755343681201338768e-03,1.767480008201763653e+00,3.038040386506935420e+00,1.654160123794095272e+00,2.610539711876869617e+00,-1.130510711669921875e+01,1.244624404907226562e+02,-8.502957224845886230e-01,1.287455368041992188e+01,-6.928796172142028809e-01,5.721414089202880859e+00,5.734853267669677734e+00,6.478141307830810547e+00,3.927078723907470703e+00,4.721729159355163574e-01,5.250479221343994141e+00,1.198857307434082031e+00,3.846438884735107422e+00
1.390983854050789887e+03,1.584409509183736520e-01,2.005362009861833030e+03,1.236713677644729614e-01,1.627164425011695421e+05,6.984267694620130244e-03,2.451247723567145295e+04,1.538840238936245441e-03,2.947061575556914725e+00,3.452423752987585637e+00,1.415150754150091617e+00,2.543524295901713916e+00,1.931912040710449219e+01,9.032348632812500000e+01,-1.735862731933593750e+01,2.837860679626464844e+01,-1.621067619323730469e+01,1.709280586242675781e+01,-6.791951656341552734e-01,8.056587219238281250e+00,6.921002864837646484e+00,2.910174608230590820e+00,9.192739486694335938e+00,-1.034566402435302734e+00,2.729341506958007812e+00
1.444696945618663335e+02,2.852479421307993826e-02,1.100874977149237111e+03,8.966777473688125610e-02,1.355140635307000048e+04,1.429457054094464665e-03,5.830272307831499347e+04,9.032701142132282257e-03,4.778932778932778902e+00,1.195055516174459065e+01,1.943553451446291769e+00,5.688554013895299910e+00,-4.945426559448242188e+01,9.980349731445312500e+01,4.780572414398193359e+00,1.872999954223632812e+01,3.228046417236328125e+00,1.144679546356201172e+01,3.177556514739990234e+00,4.017094612121582031e+00,6.669859409332275391e+00,3.535870552062988281e+00,9.947968482971191406e+00,6.201573848724365234e+00,7.867197513580322266e+00
1.369608746781934315e+03,5.265070292872299496e-02,1.584908430225137181e+03,1.764085292816162109e-01,6.694769548405465670e+06,1.676847071317567927e-03,1.127924136193827027e+06,3.436810523271560669e-02,7.025804093567251662e+00,4.183080550153071897e+00,2.819298141476952235e+00,5.481502842909485196e+00,-4.435624694824218750e+01,8.888246917724609375e+01,2.129769515991210938e+01,2.202714729309082031e+01,9.777178764343261719e+00,1.456105422973632812e+01,1.515721321105957031e+00,5.054859161376953125e+00,1.924763560295104980e+00,5.510772705078125000e+00,1.378107786178588867e+00,2.744582176208496094e+00,2.779194593429565430e+00
4.559856021358421572e+02,2.107579642059144720e-01,1.203702826048838688e+03,7.185341417789459229e-02,6.234311332331519952e+04,1.853477790256679789e-02,6.102795948961447721e+04,1.619620248675346375e-03,5.204742562301021280e+00,4.313715789558284719e+00,1.692995453018306451e+00,3.750774833933050001e+00,-3.921806716918945312e+01,1.099477081298828125e+02,8.334213256835937500e+00,1.152312374114990234e+01,2.505971336364746094e+01,-6.642740726470947266e+00,-1.206118011474609375e+01,5.294836997985839844e+00,5.654417991638183594e+00,-8.724359512329101562e+00,-7.446430683135986328e+00,1.425841450691223145e+00,3.370181560516357422e+00
6.101166449480341498e+02,1.116135463991469873e-01,1.182344148780932528e+03,5.253516510128974915e-02,4.275673440077482373e+05,2.237917004137898042e-02,6.793107412927158293e+04,1.217064564116299152e-03,3.748441089596324716e+00,6.064840039033475350e+00,1.603609943475078570e+00,3.847887234856212313e+00,-3.527322006225585938e+01,1.031243362426757812e+02,-4.354765415191650391e+00,2.048683357238769531e+01,1.683203315734863281e+01,1.630044555664062500e+01,2.391054630279541016e+00,4.064537882804870605e-01,5.431791305541992188e+00,7.229962348937988281e+00,-2.044633626937866211e+00,2.912243127822875977e+00,7.236710071563720703e+00
2.529471124813273093e+02,7.879805604871335800e-02,1.507671368556375683e+03,6.318154931068420410e-02,2.512718677892464984e+04,3.263160693221175100e-03,6.717142277305960306e+04,1.520848600193858147e-03,9.723728478131802078e+00,8.365276167307884592e+00,1.614115097258922660e+00,5.231423650992136132e+00,-2.825813865661621094e+01,8.588253784179687500e+01,2.226149749755859375e+01,3.450445175170898438e+01,9.748400688171386719e+00,1.921532249450683594e+01,8.721418380737304688e-01,6.200394630432128906e+00,-8.761811852455139160e-01,2.534194946289062500e+00,-2.508508682250976562e+00,2.074965238571166992e+00,2.861288785934448242e+00
1.651940374408035268e+02,9.413935565616431134e-02,8.307791850770805695e+02,3.899702057242393494e-02,4.994212545342624071e+04,6.022646184659957019e-02,1.712811949582740781e+05,2.786143450066447258e-03,1.567272727272727018e+01,1.872498072700646077e+01,4.732477382740889915e+00,1.786569608116327501e+01,-1.055200271606445312e+02,1.097052307128906250e+02,4.882653427124023438e+01,2.276243400573730469e+01,1.287022018432617188e+01,8.386708259582519531e+00,3.936131477355957031e+00,3.025750875473022461e+00,3.451391458511352539e+00,3.623614549636840820e+00,2.525814533233642578e+00,2.092372417449951172e+00,3.058238506317138672e+00
9.776984076534341739e+02,8.931952323220296308e-02,1.699850118228470365e+03,1.594246178865432739e-01,1.914540561866270145e+06,7.949234002886400655e-03,4.456715708258795203e+05,2.153148315846920013e-02,7.944293686959194467e+00,3.859854300716018649e+00,2.552131081604125384e+00,4.804642761504672954e+00,-1.804663085937500000e+01,8.320465850830078125e+01,2.361106395721435547e+00,1.934273338317871094e+01,1.337288475036621094e+01,1.267875289916992188e+01,6.672065258026123047e+00,7.214566230773925781e+00,6.613338947296142578e+00,7.750761508941650391e+00,2.471953392028808594e+00,4.429575920104980469e+00,6.004583835601806641e+00
